Age,Occupation,Risk Tolerance,Investment Goals,Income Level,Address,Account Balance,Deposits,Withdrawals,Transfers,International Transfers,Investments,Loan Amount,Loan Purpose,Employment Status,Loan Term (Months),Interest Rate,Loan Status,Transaction Description
43,Lawyer,Medium,Income Generation,$64808.98,"5258 Mccoy Flats Suite 696
North Todd, NM 64433",$13981.91,$2614.33,$3814.58,$2482.20,$117.35,$1476.48,$50000.00,Auto Purchase,Unemployed,24,10.09%,approved,$4386.51 debited for Medina Group purchase
70,Teacher,Medium,Income Generation,$67532.63,"5442 George Prairie
Lake Matthew, AK 78173",$9318.70,$3954.76,$2692.05,$779.48,$44.73,$498.43,$49453.58,Medical Expenses,Self-Employed,48,13.32%,rejected,"$3934.02 debited for Bass, Wilson and Moore purchase"
73,Doctor,Medium,Income Generation,$120411.02,"012 Garrett Canyon
Greenton, DE 74237",$100000.00,$40260.95,$20461.11,$24221.79,$573.13,$18473.79,$41510.17,Auto Purchase,Retired,12,10.50%,approved,"$785.36 debited for Ortega, Johnson and Barr purchase"
52,Lawyer,Low,Wealth Preservation,$74343.61,"5426 Robert Passage Suite 007
Port Annehaven, NV 13621",$44777.14,$5579.97,$4353.08,$4935.21,$628.69,$3159.26,$13830.85,Debt Consolidation,Retired,24,10.26%,rejected,"Suspicious purchase of $372.60 at King, Brown and Moore"
19,Doctor,Medium,Speculation,$49459.37,"264 Henry Light Suite 099
South Karenchester, KY 47031",$19622.25,$4529.28,$1872.35,$3426.05,$650.25,$3659.77,$46894.76,Auto Purchase,Self-Employed,48,13.19%,rejected,Purchase at Ramos Inc for $2726.25 on 2024-08-19
53,Student,Medium,Wealth Preservation,$103991.25,"3610 Swanson Dale Apt. 342
West Aprilmouth, MI 53994",$17009.89,$6908.51,$2884.14,$2849.60,$510.72,$1329.62,$18069.13,Home Improvement,Self-Employed,60,10.75%,pending,Fraudulent activity detected at Rice and Sons for $903.29
27,Retiree,High,Speculation,$35787.15,"13987 Dana Village
South Lesliebury, PA 40441",$30624.99,$5256.42,$6874.37,$2050.55,$515.43,$7836.23,$11533.08,Home Improvement,Retired,36,5.91%,approved,Suspicious purchase of $214.18 at Herrera LLC
72,Teacher,Low,Speculation,$76599.88,"195 Smith Union
Laneport, ND 93486",$34999.76,$12541.01,$7684.65,$5401.25,$1050.60,$6673.46,$50000.00,Auto Purchase,Unemployed,12,9.30%,approved,Purchase at Chapman Inc for $4949.22 on 2024-08-25
71,Student,Medium,Growth,$77082.32,"6608 David Orchard
West Monica, NV 57713",$100000.00,$46988.62,$29379.44,$14172.22,$4052.49,$13162.18,$50000.00,Small Business,Retired,36,13.01%,rejected,"Travel transaction of $412.21 at Johnson, Bailey and Wise"
19,Engineer,High,Income Generation,$52374.72,"011 Fuentes River Apt. 907
Aguirrefort, MI 31667",$87662.73,$19992.84,$14298.74,$9376.93,$870.54,$9185.63,$33490.04,Home Improvement,Employed,12,11.88%,pending,$3637.92 spent at Juarez PLC on 2024-01-19
28,Doctor,Low,Income Generation,$65195.91,"7976 Sandra Bypass
East Elizabeth, MP 58187",$19555.51,$6808.04,$3550.09,$2562.87,$121.60,$1683.25,$41135.01,Medical Expenses,Retired,48,11.74%,pending,Transaction at Thomas-Johnson for $4617.46
44,Teacher,Medium,Income Generation,$80483.91,"11651 Tammy Wall Apt. 741
West Garyberg, NY 42218",$48557.93,$13034.78,$7936.20,$4227.81,$243.98,$2530.07,$50000.00,Debt Consolidation,Retired,36,11.78%,pending,"Transaction at Osborne, Flynn and Cobb for $2765.32"
21,Lawyer,High,Wealth Preservation,$86224.31,"4737 Diaz Lodge
West Dianemouth, NM 77622",$26508.55,$7542.83,$6421.64,$2318.99,$672.83,$9287.34,$24023.03,Small Business,Self-Employed,48,8.96%,approved,"Purchase at Wright, Cox and Oliver for $2280.32 on 2024-05-02"
69,Retiree,Medium,Speculation,$45126.01,"39942 Sandra Villages Apt. 528
Catherinestad, MT 74428",$22446.11,$4928.34,$2543.64,$4284.56,$780.79,$3253.17,$42265.64,Medical Expenses,Self-Employed,36,10.24%,approved,Clothing transaction of $276.57 at Reed-Stevens
59,Engineer,High,Speculation,$37724.45,"955 Thomas Village
Rhondashire, TN 08426",$50327.44,$8259.04,$4701.75,$10563.14,$1717.23,$13660.95,$44415.70,Medical Expenses,Unemployed,60,13.00%,pending,"$1361.67 spent at Torres, Wallace and Brown on 2024-01-06"
41,Lawyer,Low,Income Generation,$107236.79,"324 Desiree Shoal Apt. 990
Petersenchester, ID 25170",$100000.00,$11530.14,$9615.59,$20143.69,$907.32,$10939.34,$50000.00,Debt Consolidation,Unemployed,12,10.67%,approved,$3104.18 spent at Collins and Sons on 2024-03-09
28,Teacher,High,Speculation,$72953.41,"55820 Gutierrez Fields
Dianeburgh, AK 99859",$45675.17,$11825.23,$6446.97,$9841.18,$1899.98,$3021.89,$21122.73,Small Business,Self-Employed,24,7.31%,approved,"Transaction at Scott, Greene and Coleman for $2945.16"
59,Artist,High,Wealth Preservation,$33865.79,"706 Maldonado Estate
South Johnmouth, NY 57288",$37437.22,$6138.87,$10009.14,$8098.15,$2310.75,$9912.29,$13680.10,Small Business,Self-Employed,48,8.12%,approved,Transaction at Wright-Stephens for $1164.91
36,Artist,High,Speculation,$75504.58,"22051 Renee Village
Lake Laura, DC 04365",$100000.00,$17113.72,$15446.18,$20129.67,$2265.64,$8136.48,$39381.74,Medical Expenses,Employed,24,11.70%,pending,Suspicious purchase of $1296.08 at Jacobs Ltd
42,Artist,Low,Income Generation,$60675.06,"771 David Lodge Suite 980
North Juan, VT 84561",$46183.20,$6462.51,$11820.82,$5716.62,$237.90,$8306.97,$43212.74,Auto Purchase,Retired,60,12.85%,pending,Payment of $3670.74 at Parker LLC
77,Teacher,High,Growth,$110492.51,"12079 Wells Gateway
North Jerry, FM 68368",$80769.91,$28948.74,$13559.72,$5891.22,$510.27,$13760.53,$50000.00,Medical Expenses,Employed,60,9.13%,approved,Groceries transaction of $2335.00 at Bolton LLC
71,Teacher,High,Growth,$66521.31,"58158 Mendoza Turnpike
East Hannahmouth, VA 37169",$6766.65,$1041.67,$1576.21,$699.10,$147.41,$1493.57,$25343.42,Medical Expenses,Self-Employed,36,7.36%,approved,"$2535.46 debited for Ali, Sims and Smith purchase"
62,Retiree,Low,Growth,$62254.19,"9712 Darren Fords Apt. 403
Lake Fernando, ND 58058",$22840.47,$8890.04,$1944.68,$3197.96,$682.96,$1774.91,$39473.93,Home Improvement,Unemployed,36,13.21%,rejected,"Payment of $3235.09 at Johnson, Williams and Burke"
66,Student,High,Wealth Preservation,$50446.60,"269 Haas Ranch Suite 541
North Robert, AK 53162",$62717.39,$24623.36,$18428.73,$11867.15,$1745.51,$3457.86,$47091.92,Debt Consolidation,Self-Employed,12,8.95%,approved,Electronics transaction of $3872.03 at Freeman-Peterson
49,Retiree,Medium,Income Generation,$46972.24,"27269 Peter Tunnel Suite 126
North Mike, VI 32951",$64852.97,$18910.67,$11117.31,$6408.83,$1295.66,$11103.20,$24594.74,Home Improvement,Employed,60,7.63%,approved,Purchase at Gutierrez-Hardin for $623.45 on 2024-05-01
85,Retiree,Low,Income Generation,$29706.72,"7214 Ryan Forest Suite 483
Marytown, MT 54884",$26240.31,$11045.76,$4848.88,$1619.74,$217.45,$2775.67,$20891.46,Auto Purchase,Unemployed,60,9.44%,pending,"$4149.61 spent at Daniel, Wagner and Garcia on 2024-03-02"
78,Student,Medium,Wealth Preservation,$60657.38,"57436 Bautista Dale Apt. 115
West Joann, CO 54431",$36620.84,$16770.77,$10970.85,$5738.61,$833.16,$3391.98,$50000.00,Home Improvement,Unemployed,12,11.33%,approved,"Transaction at Atkinson, Keith and Becker for $682.28"
73,Teacher,Medium,Wealth Preservation,$110775.36,"337 Michael River
Fieldschester, IN 57700",$100000.00,$17439.89,$25704.02,$23878.45,$1374.01,$5292.63,$50000.00,Debt Consolidation,Employed,36,13.89%,pending,$2506.90 debited for Collier and Sons purchase
75,Engineer,High,Growth,$71727.41,"18051 Kathy Well Suite 373
New Alisontown, OK 74042",$100000.00,$15291.27,$21245.04,$14887.53,$143.12,$37551.79,$39262.16,Auto Purchase,Retired,36,9.17%,approved,Payment of $3135.56 at Fuentes-Martin
28,Doctor,Medium,Wealth Preservation,$120544.29,"332 Richard Rapids Apt. 070
Brookstown, DE 01619",$100000.00,$42303.99,$16483.20,$8487.29,$2451.08,$7502.52,$50000.00,Home Improvement,Retired,12,14.37%,pending,Large amount of $1302.10 spent at Spencer and Sons
85,Lawyer,Low,Wealth Preservation,$73928.08,"5401 Maureen Union
Conradburgh, OH 87735",$47315.21,$18285.50,$8822.18,$11435.25,$1311.22,$3307.52,$50000.00,Small Business,Retired,48,12.40%,pending,$3761.19 debited for Galvan-King purchase
28,Artist,High,Wealth Preservation,$22541.16,"USNV Buckley
FPO AE 09190",$9176.50,$3061.04,$876.46,$586.83,$16.03,$3340.49,$32421.42,Home Improvement,Employed,12,7.50%,approved,"Transaction at Hubbard, Ellis and Williams for $1029.04"
20,Student,Low,Income Generation,$84865.43,"890 Rodriguez Locks
North Dylan, GA 32514",$100000.00,$23846.76,$15818.88,$13508.86,$3242.32,$5755.30,$50000.00,Small Business,Self-Employed,24,14.11%,rejected,Suspicious purchase of $3444.71 at Brown LLC
27,Lawyer,High,Growth,$117716.81,"31268 Nicholas Unions
Staffordview, VA 42593",$100000.00,$27794.93,$22457.41,$17388.19,$221.69,$14389.58,$50000.00,Medical Expenses,Unemployed,48,14.03%,rejected,Payment of $3562.93 at Campbell-Smith
79,Retiree,Medium,Wealth Preservation,$86537.36,"USNV Larsen
FPO AA 96883",$100000.00,$28794.20,$16962.35,$9248.75,$2458.59,$17681.83,$23473.57,Small Business,Unemployed,12,7.08%,approved,Purchase at Wood Ltd for $925.99 on 2024-08-09
71,Retiree,Low,Speculation,$22457.64,"6514 Le Spur Suite 583
Kerrfort, GA 40918",$15597.88,$4509.10,$3011.74,$2740.82,$301.56,$2577.32,$30420.43,Home Improvement,Unemployed,36,11.67%,rejected,Transaction at Harris-George for $4956.48
77,Lawyer,High,Wealth Preservation,$104445.09,"2023 Kathleen Spur Suite 407
North Adrian, DC 93092",$100000.00,$30670.40,$24182.37,$6070.12,$1588.79,$28778.55,$50000.00,Debt Consolidation,Employed,36,14.11%,rejected,"Payment of $4466.54 at Snyder, Fuller and Gentry"
48,Teacher,Medium,Income Generation,$58978.02,"0512 Todd Passage
Gonzaleztown, PA 63210",$100000.00,$16725.27,$16205.12,$22144.77,$763.57,$6425.96,$34845.09,Home Improvement,Unemployed,12,7.99%,approved,Purchase at Miller Inc for $4394.26 on 2024-02-09
52,Artist,Low,Speculation,$59394.77,"9677 Christine Fields
Richardstad, GA 94904",$55979.75,$20061.05,$6475.92,$8251.08,$29.26,$5512.08,$50000.00,Small Business,Retired,48,13.58%,rejected,"$3506.07 debited for Bates, Daniels and Kennedy purchase"
71,Retiree,Low,Income Generation,$68605.30,"271 Gina Plaza Suite 123
East Markville, VT 24668",$39146.89,$19230.90,$3488.29,$6503.01,$1560.79,$4066.92,$50000.00,Auto Purchase,Unemployed,48,12.53%,rejected,"Transaction at Williams, Gonzalez and Aguirre for $3057.52"
21,Student,Low,Wealth Preservation,$75530.80,"95479 Murray Isle Apt. 539
Michellefort, NY 57628",$100000.00,$30563.42,$12720.91,$17032.98,$2862.03,$16090.29,$50000.00,Medical Expenses,Unemployed,36,9.47%,approved,"Large amount of $2527.14 spent at Hall, Thomas and Patrick"
60,Engineer,High,Income Generation,$65444.09,"054 Christina Valleys Apt. 152
Wadeview, AR 08872",$100000.00,$38425.84,$11409.91,$21757.35,$1464.57,$27660.84,$10752.46,Debt Consolidation,Unemployed,12,10.20%,pending,Unusual transaction at Gardner Group for $2764.47
22,Engineer,Low,Wealth Preservation,$74346.27,"4354 Leah Place Apt. 782
Jessicamouth, MS 50751",$23451.33,$5640.61,$4743.38,$1349.11,$132.93,$1657.59,$26512.44,Auto Purchase,Retired,12,7.16%,approved,$3165.96 spent at Watson-Peterson on 2024-02-25
32,Artist,Medium,Wealth Preservation,$14017.64,"357 Duffy Groves Apt. 696
West Nancy, NC 38097",$9519.70,$1493.98,$2513.71,$1800.97,$335.83,$1793.80,$17908.27,Auto Purchase,Self-Employed,48,8.63%,pending,Payment of $623.63 at Chandler-Bowman
18,Retiree,High,Growth,$24176.37,"940 Amanda Cove Apt. 865
Garymouth, KS 81699",$47073.91,$21845.46,$5609.37,$9142.89,$1199.81,$3304.80,$28431.79,Home Improvement,Self-Employed,36,7.94%,approved,$4248.28 debited for Krause Group purchase
78,Teacher,Low,Income Generation,$73681.12,"37429 Davis Street Apt. 443
Rebeccaburgh, TN 58391",$57332.58,$11645.46,$13010.19,$10010.87,$1793.88,$9584.43,$50000.00,Auto Purchase,Self-Employed,36,13.71%,rejected,Unusual transaction at Lee-Harris for $3407.06
68,Teacher,High,Speculation,$102296.81,"58909 Tina Locks Apt. 238
Ballardshire, GU 82220",$56199.86,$25867.94,$14399.32,$4710.44,$1161.72,$16357.38,$33070.99,Debt Consolidation,Self-Employed,48,12.05%,pending,$3303.41 spent at Martinez-Herrera on 2024-07-17
22,Engineer,Low,Wealth Preservation,$80915.51,"Unit 9009 Box 6753
DPO AA 94977",$86481.30,$12650.69,$9378.43,$4668.51,$1303.98,$16443.69,$50000.00,Debt Consolidation,Retired,36,9.11%,approved,$2038.32 spent at Hernandez Inc on 2024-04-27
84,Teacher,Low,Income Generation,$122525.44,"89368 Crystal Square
Cynthiamouth, AS 71943",$56909.21,$9341.36,$5978.62,$9955.68,$491.16,$4380.85,$50000.00,Small Business,Self-Employed,60,13.34%,rejected,Payment of $1520.88 at Thomas-Austin
54,Doctor,High,Speculation,$69168.44,"606 Brandon Light Suite 100
East Kimberlymouth, IN 51952",$59764.47,$12020.89,$8743.21,$7701.00,$1630.94,$19972.26,$7271.09,Small Business,Retired,24,5.76%,approved,Transaction at Medina Inc for $4490.37
48,Lawyer,High,Wealth Preservation,$72580.05,"34553 Contreras Landing Suite 583
Thompsonchester, AR 78183",$90171.71,$11717.97,$6850.77,$18933.35,$579.89,$15305.05,$50000.00,Home Improvement,Unemployed,24,13.45%,pending,Transaction at Johnson PLC for $60.53
53,Teacher,Low,Income Generation,$83255.09,"1551 Charles Branch
East Michael, MN 40594",$11249.04,$5069.15,$2715.34,$2736.07,$536.38,$1537.38,$44833.55,Debt Consolidation,Self-Employed,24,11.65%,rejected,$827.60 debited for Dunn Ltd purchase
22,Doctor,High,Income Generation,$69021.24,"9982 Jennings Plain Apt. 642
Connietown, PR 92328",$47409.19,$22937.40,$8746.66,$10902.91,$2368.09,$6221.92,$7564.48,Home Improvement,Self-Employed,48,6.21%,approved,Purchase at King Ltd for $540.11 on 2024-06-21
85,Artist,Low,Income Generation,$120227.30,"69821 Danielle Cliffs Apt. 124
Jameston, MI 90299",$100000.00,$48881.24,$16883.69,$22444.73,$6412.25,$7853.29,$15652.88,Home Improvement,Retired,36,9.77%,pending,"$2525.92 debited for Anderson, Ward and Mitchell purchase"
60,Teacher,Low,Speculation,$92148.67,"166 Tiffany Isle
Lake Andrewchester, NH 02486",$96953.86,$13441.21,$6212.85,$9912.25,$2810.46,$9412.76,$10768.87,Debt Consolidation,Self-Employed,24,9.83%,pending,"Transaction at Massey, Clark and Cortez for $4456.07"
62,Lawyer,Low,Growth,$88241.64,"564 Wright Camp
Jenniferland, GU 32281",$86599.93,$22631.34,$24375.57,$18129.36,$1261.78,$4436.88,$50000.00,Medical Expenses,Unemployed,24,11.54%,pending,Electronics transaction of $2903.84 at Jackson Group
30,Artist,Medium,Wealth Preservation,$82841.87,"983 Joel Orchard
Debbiechester, OK 05610",$100000.00,$36686.13,$14237.63,$21073.28,$1309.64,$18679.27,$27854.46,Auto Purchase,Self-Employed,48,7.64%,approved,Transaction at Morris Inc for $4204.81
84,Artist,Medium,Growth,$80904.71,"743 Brenda Brook
Smithport, NY 96037",$100000.00,$29975.87,$23582.64,$9352.02,$1618.54,$10721.31,$50000.00,Small Business,Employed,60,12.51%,rejected,"Large amount of $369.49 spent at Schroeder, Evans and Higgins"
75,Artist,Medium,Income Generation,$78844.45,"064 Jill Street Apt. 372
Nicoleside, PW 65414",$10561.52,$3325.08,$787.79,$1610.84,$293.98,$1988.79,$9057.62,Debt Consolidation,Employed,36,5.17%,approved,Fraudulent activity detected at Harris-May for $1954.26
67,Artist,Low,Growth,$99693.05,"8522 Anne Point
Mccoyhaven, DC 22786",$100000.00,$23651.96,$29011.58,$9967.98,$957.37,$16764.87,$50000.00,Medical Expenses,Employed,24,10.13%,approved,Transaction at Jones-Neal for $2396.29
68,Teacher,High,Growth,$113849.77,"30374 Gibbs Islands
Cobbfort, NY 89660",$28787.06,$7171.86,$3821.91,$4976.50,$701.26,$9655.74,$50000.00,Home Improvement,Unemployed,48,12.24%,rejected,$4109.90 spent at Clements-Snyder on 2024-08-22
22,Doctor,Medium,Income Generation,$44212.01,"456 Bennett Points Suite 867
Robertside, NH 43925",$22596.48,$5947.83,$5005.50,$2430.79,$469.98,$1362.62,$50000.00,Home Improvement,Retired,60,10.32%,approved,"Purchase at Kelley, Harris and Cantrell for $4618.09 on 2024-02-08"
74,Teacher,Low,Growth,$48497.89,"084 Melissa Mill Apt. 306
Lake Nicole, MP 38129",$96417.59,$35692.07,$12046.25,$17782.61,$4513.27,$6233.00,$11407.48,Home Improvement,Self-Employed,24,8.11%,rejected,"$1447.28 debited for Woodard, Mcconnell and Perez purchase"
66,Student,High,Growth,$94055.36,"181 Sullivan Forges
Scotttown, NM 42859",$100000.00,$43976.02,$13116.91,$22270.35,$3502.80,$26778.61,$50000.00,Auto Purchase,Retired,60,11.48%,approved,$1567.25 debited for Roth Group purchase
41,Student,Low,Wealth Preservation,$83420.07,"8085 Todd Village Apt. 934
Lake Kennethmouth, WV 56483",$100000.00,$20224.90,$5631.87,$14069.71,$3831.87,$17243.71,$48619.52,Small Business,Self-Employed,60,13.87%,rejected,Transaction at Ramirez-Smith for $67.92
67,Engineer,Medium,Income Generation,$94770.58,"651 Matthew Plains Apt. 432
Adamsstad, NC 85083",$16065.36,$1679.73,$1179.51,$1381.86,$31.96,$1333.91,$50000.00,Home Improvement,Employed,36,13.28%,pending,"Fraudulent activity detected at Mills, Hernandez and Andrews for $934.12"
19,Student,Low,Income Generation,$75531.47,"Unit 7450 Box 8724
DPO AP 94746",$23383.54,$5026.05,$2448.03,$1769.07,$80.25,$1282.00,$47437.18,Small Business,Unemployed,12,11.81%,rejected,Large amount of $724.90 spent at Gardner and Sons
79,Retiree,High,Wealth Preservation,$62317.77,"37444 Conley Causeway Suite 374
North Daniellemouth, SC 49023",$54420.81,$10883.55,$5317.29,$9364.50,$131.13,$17330.87,$50000.00,Debt Consolidation,Unemployed,24,13.16%,pending,"Fraudulent activity detected at Cox, Miller and Gill for $252.79"
61,Lawyer,Low,Income Generation,$79689.93,"348 Debra Streets
East Daniel, TN 32195",$14014.31,$6164.79,$1252.19,$2726.18,$778.18,$1853.23,$50000.00,Debt Consolidation,Unemployed,24,12.90%,rejected,"Payment of $2816.78 at Fischer, Thompson and Mccoy"
28,Student,Low,Speculation,$40854.27,"2682 Jennifer Trail Suite 697
Santosborough, TX 47242",$27972.25,$7169.10,$3890.09,$3221.06,$91.95,$2891.32,$25297.57,Small Business,Self-Employed,36,11.30%,pending,$1190.61 spent at Baker and Sons on 2024-04-25
51,Retiree,High,Income Generation,$60735.01,"501 Vanessa Drive Suite 495
East Maria, MP 15321",$60211.03,$22210.82,$9223.79,$8642.92,$261.73,$13198.22,$50000.00,Debt Consolidation,Unemployed,36,9.78%,approved,"Purchase at Harmon, Nicholson and Frazier for $3783.23 on 2024-05-04"
41,Teacher,High,Income Generation,$87408.96,"0347 Scott Village
Lake Jasminetown, AS 76642",$31338.42,$9497.62,$6438.50,$6814.24,$239.07,$12251.10,$50000.00,Home Improvement,Unemployed,36,13.88%,rejected,$1093.38 debited for Park-Daniel purchase
85,Lawyer,Medium,Wealth Preservation,$62389.76,"3641 Elizabeth Roads
West Laurentown, VT 07696",$23360.34,$5110.19,$4161.18,$5185.85,$543.58,$2969.91,$50000.00,Debt Consolidation,Employed,60,12.32%,rejected,Purchase at Hopkins Inc for $3281.47 on 2024-05-18
65,Teacher,Low,Growth,$142789.79,"811 Molina Mountain
Diazmouth, GU 89304",$89592.00,$41285.17,$25577.64,$21837.76,$5852.49,$11522.10,$50000.00,Auto Purchase,Retired,60,12.29%,pending,"Electronics transaction of $652.66 at Rodriguez, Sparks and Howard"
84,Engineer,Medium,Wealth Preservation,$81431.94,"PSC 1245, Box 0195
APO AE 93977",$100000.00,$32350.83,$15515.99,$16541.11,$565.56,$8293.63,$50000.00,Medical Expenses,Unemployed,36,11.69%,pending,"$3422.66 spent at French, Hicks and Rivera on 2024-04-10"
40,Lawyer,Low,Wealth Preservation,$43679.12,"1216 Tasha Road Suite 535
South Kristaberg, WA 47927",$11113.42,$4777.59,$2990.33,$1899.71,$271.76,$779.47,$50000.00,Medical Expenses,Retired,36,9.76%,approved,Large amount of $3440.50 spent at Ford Ltd
82,Retiree,High,Income Generation,$98092.18,"082 Dennis Trail
New Bryanburgh, IN 78795",$100000.00,$49247.31,$7640.61,$7732.56,$266.41,$5083.01,$50000.00,Medical Expenses,Retired,60,11.09%,approved,"Payment of $163.91 at Houston, King and Austin"
36,Lawyer,High,Income Generation,$27968.04,"79563 Rodgers Port Apt. 565
Gibsonfurt, RI 29263",$32608.87,$11104.40,$9142.01,$3082.01,$223.00,$4562.84,$14539.69,Debt Consolidation,Self-Employed,24,6.79%,approved,Transaction at Caldwell Group for $4044.39
38,Engineer,Medium,Growth,$25118.82,"512 Richmond Center
West Kathyview, MA 51904",$26108.03,$5754.85,$6287.53,$6377.77,$482.73,$4646.72,$5000.00,Auto Purchase,Self-Employed,24,5.89%,approved,"Suspicious purchase of $4964.75 at Hunt, Gardner and Garner"
63,Doctor,Medium,Speculation,$83436.67,"107 Padilla Trail
Hollychester, MT 71633",$100000.00,$22679.03,$23267.21,$13872.13,$1190.43,$9029.58,$26815.54,Home Improvement,Unemployed,36,9.77%,pending,"Transaction at Johnson, Patterson and Miranda for $2353.72"
20,Artist,Low,Income Generation,$38441.30,"0685 James Glens Suite 507
Meganborough, IA 33795",$18004.95,$2895.50,$4441.37,$1626.19,$111.07,$1092.95,$50000.00,Medical Expenses,Employed,36,10.64%,approved,"Payment of $3911.05 at Michael, Bell and Mosley"
80,Teacher,Low,Growth,$107114.20,"9987 Kimberly Dam Suite 606
Pattersonside, UT 84611",$100000.00,$17351.83,$22506.26,$11611.71,$2395.91,$17563.97,$50000.00,Home Improvement,Self-Employed,60,12.53%,rejected,Large amount of $3677.44 spent at West-Harris
73,Teacher,Low,Speculation,$77606.01,"15657 Dwayne Throughway
North Nicholas, VT 94718",$100000.00,$35246.30,$9386.65,$19726.76,$3891.32,$5897.26,$50000.00,Debt Consolidation,Retired,12,14.02%,rejected,"Groceries transaction of $2745.83 at Coleman, Woods and Church"
83,Student,High,Wealth Preservation,$32515.42,"73654 Daniel Mall
Port Jeffrey, NV 36149",$25654.63,$4922.25,$2757.89,$4666.85,$27.17,$7186.83,$30353.89,Home Improvement,Self-Employed,36,7.94%,approved,Transaction at Young Group for $1959.41
40,Teacher,Low,Income Generation,$89262.31,"46311 Garcia Hills Suite 313
Millerborough, FM 36385",$87613.42,$37987.59,$20331.84,$10044.82,$2275.64,$8601.40,$50000.00,Medical Expenses,Unemployed,36,14.29%,rejected,Payment of $2484.57 at Bright Group
19,Retiree,Medium,Income Generation,$89924.82,"08041 Hodge Haven
Lake Russell, MN 11913",$100000.00,$33965.42,$23253.07,$22120.34,$4959.03,$9303.47,$50000.00,Small Business,Retired,48,9.57%,approved,"Large amount of $4109.55 spent at Anderson, Vazquez and Sanchez"
74,Artist,Low,Wealth Preservation,$57777.12,"9080 Ellis Point Suite 508
West Susan, DC 97769",$8481.61,$2322.44,$448.61,$1734.78,$334.71,$1249.83,$44389.24,Auto Purchase,Employed,24,8.73%,approved,Purchase at Lee Ltd for $1634.74 on 2024-06-29
62,Lawyer,High,Income Generation,$-11263.99,"740 Scott Tunnel Apt. 064
New Kathyport, UT 01296",$1000.00,$451.68,$68.23,$53.10,$7.26,$330.14,$5000.00,Debt Consolidation,Employed,12,9.19%,pending,$3991.23 spent at Mcdowell LLC on 2024-01-14
35,Artist,High,Wealth Preservation,$38347.86,"1777 Shannon Hills Suite 520
West Janetbury, MS 00733",$59174.31,$20989.71,$8408.68,$3017.81,$531.86,$19211.75,$48146.81,Small Business,Retired,60,10.16%,approved,"Transaction at Young, Molina and Johnson for $2503.92"
25,Engineer,High,Speculation,$102608.18,"6773 Elizabeth Green
South Julieside, FL 60333",$100000.00,$35607.26,$25468.17,$18336.00,$2918.61,$37389.04,$50000.00,Medical Expenses,Retired,12,12.81%,rejected,Purchase at Bryant Ltd for $4905.62 on 2024-04-23
32,Retiree,Medium,Income Generation,$66853.42,"532 Anthony Forest
Hunttown, MH 22587",$100000.00,$31858.96,$21426.10,$15297.97,$3621.26,$5989.14,$50000.00,Auto Purchase,Self-Employed,60,9.22%,approved,Travel transaction of $4766.91 at Thompson-Castillo
68,Student,Low,Speculation,$114959.19,"5261 Melinda Divide Suite 444
Jasonton, MH 71281",$100000.00,$34808.39,$12934.90,$20022.96,$606.03,$9298.31,$50000.00,Home Improvement,Retired,60,9.29%,approved,Payment of $3111.26 at Martin-Garner
82,Engineer,Low,Wealth Preservation,$29393.90,"7620 Parker Isle
Woodardmouth, OR 88172",$2983.80,$738.56,$519.43,$266.53,$38.89,$212.41,$36531.17,Debt Consolidation,Self-Employed,60,8.55%,approved,$3369.37 spent at Smith-Erickson on 2024-02-09
53,Teacher,Medium,Speculation,$75164.57,"549 Emily Drive
East Traceyside, OR 77898",$100000.00,$47055.34,$9848.60,$23957.51,$778.84,$16600.78,$32203.28,Debt Consolidation,Employed,48,9.36%,approved,$2768.33 spent at Beard-Mcclure on 2024-03-01
21,Engineer,Low,Wealth Preservation,$79117.86,"467 Caitlin Parkways
Justinview, FM 59139",$58757.81,$19673.48,$10566.11,$4297.40,$455.12,$9555.80,$50000.00,Small Business,Unemployed,36,12.52%,pending,$1972.77 spent at Miller-Freeman on 2024-04-06
25,Artist,Medium,Wealth Preservation,$119645.39,"42538 Cummings Grove
Woodwardtown, LA 79210",$100000.00,$29460.77,$25217.65,$8103.99,$827.07,$17546.47,$50000.00,Small Business,Employed,24,11.75%,approved,"$2920.23 spent at Church, Brooks and Mcgrath on 2024-05-04"
18,Retiree,Medium,Wealth Preservation,$84794.33,"9158 Jennifer Crescent Apt. 177
Edwardsburgh, HI 49431",$18035.57,$2613.76,$3242.21,$3107.97,$824.14,$1662.04,$50000.00,Auto Purchase,Self-Employed,24,14.28%,pending,"Entertainment transaction of $1256.70 at Watkins, Bullock and Brown"
78,Artist,Medium,Wealth Preservation,$88429.81,"Unit 6221 Box 9201
DPO AA 87729",$68170.69,$23147.01,$5036.66,$9965.95,$1541.41,$13456.33,$50000.00,Medical Expenses,Retired,36,10.35%,approved,$3121.21 spent at Griffin-Moore on 2024-04-06
38,Doctor,Medium,Wealth Preservation,$57928.51,"39878 Tiffany Brook Apt. 145
Port Cassandraborough, ME 49680",$83369.27,$15060.18,$12579.02,$11932.23,$2499.34,$15704.09,$22740.08,Home Improvement,Self-Employed,24,8.28%,approved,"$4091.25 debited for Moore, Tran and Griffin purchase"
58,Teacher,Medium,Income Generation,$36252.74,"3986 Brown Islands
Gregoryfurt, AR 93159",$48699.03,$7212.51,$13496.57,$8707.19,$1687.29,$4591.36,$40734.66,Auto Purchase,Employed,12,9.71%,approved,$3214.16 spent at Patrick LLC on 2024-02-22
